#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
SteCoeF_047.g599.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1   1.3e+03    0.3   0.0   2.1   2   0   0   2   2   2   0 -
SteCoeF_016.g337.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1   3.7e+02    2.0   0.0   1.5   1   1   0   1   1   1   0 -
SteCoeF_041.g317.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.2   8.9e+02    0.8   0.1   2.0   1   1   1   2   2   2   0 -
SteCoeF_060.g209.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0   3.8e+02    2.0   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_078.g482.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.4   5.1e+02    1.6   0.1   1.8   2   0   0   2   2   2   0 -
SteCoeF_150.g361.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0   3.9e+02    2.0   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_082.g31.t1   -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0   1.1e+03    0.6   0.0   2.1   1   0   0   1   1   1   0 -
SteCoeF_145.g14.t1   -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.4   6.9e+02    1.2   0.1   1.9   2   0   0   2   2   2   0 -
SteCoeF_065.g227.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0     2e+02    2.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_064.g1058.t1 -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0   3.8e+02    2.0   0.0   1.6   1   0   0   1   1   1   0 -
SteCoeF_022.g933.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1   6.3e+02    1.3   0.1   1.9   1   1   0   1   1   1   0 -
SteCoeF_096.g371.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   2.6   2.3e+02    2.7   0.4   2.2   2   0   0   2   2   2   0 -
SteCoeF_086.g942.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1   6.7e+02    1.2   0.1   1.9   1   0   0   1   1   1   0 -
SteCoeF_003.g1376.t1 -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1   5.5e+02    1.5   0.1   1.7   1   0   0   1   1   1   0 -
SteCoeF_042.g777.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0     5e+02    1.6   0.0   1.6   1   0   0   1   1   1   0 -
SteCoeF_054.g1201.t1 -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1   5.2e+02    1.6   0.0   1.5   1   1   1   2   2   2   0 -
SteCoeF_007.g324.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0   2.7e+02    2.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_127.g537.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1   2.3e+02    2.8   0.1   1.4   1   1   0   1   1   1   0 -
SteCoeF_095.g320.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.2   1.1e+03    0.5   0.0   2.1   3   0   0   3   3   3   0 -
SteCoeF_083.g384.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1   6.5e+02    1.3   0.0   2.0   2   1   0   2   2   2   0 -
SteCoeF_047.g680.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1   5.6e+02    1.5   0.1   1.7   1   0   0   1   1   1   0 -
SteCoeF_028.g390.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1   6.3e+02    1.3   0.0   1.7   1   1   0   2   2   2   0 -
SteCoeF_110.g455.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   2.5     3e+02    2.4   0.2   2.5   2   1   1   3   3   3   0 -
SteCoeF_001.g459.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0   3.5e+02    2.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_069.g1021.t1 -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0     5e+02    1.6   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_042.g772.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0   5.8e+02    1.4   0.0   1.7   1   1   0   1   1   1   0 -
SteCoeF_014.g1061.t1 -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.2   1.1e+03    0.5   0.0   1.8   1   1   1   2   2   2   0 -
SteCoeF_095.g339.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0   3.1e+02    2.3   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_138.g628.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0   2.4e+02    2.7   0.0   1.1   1   0   0   1   1   1   0 -
SteCoeF_037.g749.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0   3.9e+02    2.0   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_035.g80.t1   -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1   1.1e+03    0.6   0.0   2.0   2   0   0   2   2   2   0 -
SteCoeF_025.g630.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1     1e+03    0.6   0.0   2.1   2   0   0   2   2   2   0 -
SteCoeF_124.g184.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.0   3.8e+02    2.0   0.0   1.6   1   1   0   1   1   1   0 -
SteCoeF_012.g376.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1   1.8e+03   -0.2   0.0   2.1   2   0   0   2   2   2   0 -
SteCoeF_139.g798.t1  -          CaMKII_AD            PF08332.17   1.9e+02    3.0   0.1   9.6e+02    0.7   0.0   1.7   1   1   1   2   2   2   0 -
SteCoeF_043.g803.t1  -          CaMKII_AD            PF08332.17     2e+02    3.0   1.3   4.9e+02    1.7   0.2   2.1   1   1   1   2   2   2   0 -
SteCoeF_147.g161.t1  -          CaMKII_AD            PF08332.17     2e+02    3.0   0.1   3.7e+02    2.1   0.1   1.5   1   0   0   1   1   1   0 -
SteCoeF_123.g86.t1   -          CaMKII_AD            PF08332.17     2e+02    3.0   0.1   2.9e+02    2.4   0.1   1.3   1   0   0   1   1   1   0 -
SteCoeF_118.g438.t1  -          CaMKII_AD            PF08332.17     2e+02    3.0   0.8   4.3e+02    1.8   0.4   1.8   2   0   0   2   2   2   0 -
SteCoeF_161.g864.t1  -          CaMKII_AD            PF08332.17     2e+02    3.0   0.0   6.3e+02    1.3   0.0   1.8   1   0   0   1   1   1   0 -
SteCoeF_127.g533.t1  -          CaMKII_AD            PF08332.17     2e+02    3.0   0.1   5.8e+02    1.4   0.1   1.7   1   0   0   1   1   1   0 -
SteCoeF_143.g1107.t1 -          CaMKII_AD            PF08332.17     2e+02    3.0   7.4     1e+03    0.7   0.0   5.4  10   0   0  10  10  10   0 -
SteCoeF_127.g529.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.1   4.7e+02    1.7   0.1   1.6   1   0   0   1   1   1   0 -
SteCoeF_019.g46.t1   -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   3.1e+02    2.3   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_090.g410.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.1   7.5e+02    1.1   0.1   1.9   1   0   0   1   1   1   0 -
SteCoeF_046.g393.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0     5e+02    1.6   0.0   1.6   1   0   0   1   1   1   0 -
SteCoeF_139.g811.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   2.2e+02    2.8   0.0   1.1   1   0   0   1   1   1   0 -
SteCoeF_042.g786.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   2.5e+02    2.6   0.0   1.4   1   1   0   1   1   1   0 -
SteCoeF_022.g1065.t1 -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   4.9e+02    1.7   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_040.g190.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   6.6e+02    1.3   0.0   1.8   1   0   0   1   1   1   0 -
SteCoeF_072.g459.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.5   5.9e+02    1.4   0.5   1.8   1   0   0   1   1   1   0 -
SteCoeF_132.g17.t1   -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   6.7e+02    1.2   0.0   1.8   1   0   0   1   1   1   0 -
SteCoeF_110.g438.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   8.4e+02    0.9   0.0   2.0   1   0   0   1   1   1   0 -
SteCoeF_008.g416.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   4.4e+02    1.8   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_137.g585.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   5.5e+02    1.5   0.0   1.6   1   0   0   1   1   1   0 -
SteCoeF_029.g717.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.3   4.4e+02    1.8   0.3   1.5   1   0   0   1   1   1   0 -
SteCoeF_095.g214.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.4   1.1e+03    0.6   0.0   2.2   3   0   0   3   3   3   0 -
SteCoeF_106.g991.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   6.1e+02    1.4   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_057.g569.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   8.1e+02    1.0   0.0   1.8   2   0   0   2   2   2   0 -
SteCoeF_120.g785.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   5.1e+02    1.6   0.0   1.6   2   0   0   2   2   2   0 -
SteCoeF_079.g789.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   5.4e+02    1.5   0.0   1.6   2   0   0   2   2   2   0 -
SteCoeF_119.g610.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0     3e+02    2.4   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_061.g211.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   1.9   3.9e+03   -1.2   0.0   3.4   6   0   0   6   6   6   0 -
SteCoeF_087.g1126.t1 -          CaMKII_AD            PF08332.17     2e+02    2.9   0.1   2.7e+02    2.5   0.1   1.3   1   0   0   1   1   1   0 -
SteCoeF_082.g38.t1   -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0     3e+02    2.3   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_019.g244.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.2   6.2e+02    1.3   0.2   1.7   1   0   0   1   1   1   0 -
SteCoeF_071.g371.t1  -          CaMKII_AD            PF08332.17     2e+02    2.9   0.0   6.2e+02    1.3   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_072.g492.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.1   2.4e+02    2.7   0.1   1.2   1   0   0   1   1   1   0 -
SteCoeF_068.g749.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.0     4e+02    2.0   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_117.g283.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.1     3e+02    2.4   0.1   1.3   1   0   0   1   1   1   0 -
SteCoeF_106.g899.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.0   6.5e+02    1.3   0.0   1.7   1   1   0   1   1   1   0 -
SteCoeF_046.g271.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.2   8.6e+02    0.9   0.1   2.0   1   1   0   1   1   1   0 -
SteCoeF_054.g1210.t1 -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.0   1.6e+03    0.0   0.0   2.2   3   0   0   3   3   3   0 -
SteCoeF_028.g325.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.1   3.6e+03   -1.1   0.1   2.7   1   0   0   1   1   1   0 -
SteCoeF_100.g1292.t1 -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.0   5.7e+02    1.4   0.0   1.6   1   1   1   2   2   2   0 -
SteCoeF_006.g931.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.0   5.5e+02    1.5   0.0   1.6   1   0   0   1   1   1   0 -
SteCoeF_026.g1098.t1 -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.1   2.7e+02    2.5   0.1   1.2   1   0   0   1   1   1   0 -
SteCoeF_019.g138.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.1   7.2e+02    1.1   0.1   1.8   1   0   0   1   1   1   0 -
SteCoeF_038.g883.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.2   6.1e+02    1.4   0.1   1.8   2   0   0   2   2   2   0 -
SteCoeF_079.g720.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.1   4.3e+02    1.9   0.1   1.5   1   1   0   1   1   1   0 -
SteCoeF_089.g333.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.0   7.2e+02    1.1   0.1   1.8   2   0   0   2   2   2   0 -
SteCoeF_113.g847.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.0   6.1e+02    1.4   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_065.g61.t1   -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.1     1e+03    0.6   0.1   2.0   2   0   0   2   2   2   0 -
SteCoeF_115.g39.t1   -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.3   1.3e+03    0.3   0.1   2.3   2   0   0   2   2   2   0 -
SteCoeF_077.g311.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.1   2.2e+03   -0.4   0.0   2.3   1   1   1   2   2   2   0 -
SteCoeF_001.g254.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.0   1.2e+03    0.4   0.0   2.0   2   0   0   2   2   2   0 -
SteCoeF_005.g548.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.0   7.3e+02    1.1   0.0   1.9   1   0   0   1   1   1   0 -
SteCoeF_174.g159.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.1     9e+02    0.8   0.1   2.0   2   1   0   2   2   2   0 -
SteCoeF_006.g848.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.3     9e+02    0.8   0.1   2.0   2   0   0   2   2   2   0 -
SteCoeF_033.g638.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.0   4.1e+02    1.9   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_014.g954.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.0   2.6e+02    2.6   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_011.g87.t1   -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.0   5.7e+02    1.5   0.0   1.6   1   1   1   2   2   2   0 -
SteCoeF_048.g793.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.9   0.1   7.2e+02    1.1   0.0   1.8   2   0   0   2   2   2   0 -
SteCoeF_019.g241.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.8   0.0   4.6e+02    1.7   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_116.g236.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.8   0.3   1.1e+03    0.5   0.1   1.9   2   0   0   2   2   2   0 -
SteCoeF_086.g825.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.8   0.0   5.2e+02    1.6   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_122.g1064.t1 -          CaMKII_AD            PF08332.17   2.1e+02    2.8   0.0   6.2e+02    1.3   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_033.g746.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.8   0.8   7.4e+02    1.1   0.0   2.1   2   1   0   2   2   2   0 -
SteCoeF_073.g721.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.8   0.0   3.1e+02    2.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_125.g341.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.8   0.4   1.1e+03    0.6   0.2   1.8   1   1   1   2   2   2   0 -
SteCoeF_007.g253.t1  -          CaMKII_AD            PF08332.17   2.1e+02    2.8   0.0   4.8e+02    1.7   0.0   1.5   1   0   0   1   1   1   0 -
SteCoeF_115.g8.t1    -          CaMKII_AD            PF08332.17   2.1e+02    2.8   0.3   2.8e+03   -0.8   0.0   2.5   3   0   0   3   3   3   0 -
SteCoeF_122.g1081.t1 -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.1   6.5e+02    1.3   0.0   1.6   1   1   1   2   2   2   0 -
SteCoeF_062.g546.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.2   7.7e+02    1.0   0.0   1.8   2   0   0   2   2   2   0 -
SteCoeF_066.g440.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.1   3.5e+02    2.1   0.1   1.5   1   1   0   1   1   1   0 -
SteCoeF_048.g928.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   3.3e+02    2.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_064.g1065.t1 -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   4.8e+02    1.7   0.0   1.8   1   1   0   1   1   1   0 -
SteCoeF_034.g1008.t1 -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.3   6.4e+02    1.3   0.1   1.8   2   0   0   2   2   2   0 -
SteCoeF_005.g676.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.1   9.4e+02    0.8   0.0   1.9   2   0   0   2   2   2   0 -
SteCoeF_165.g1012.t1 -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   2.5e+03   -0.6   0.0   2.5   1   0   0   1   1   1   0 -
SteCoeF_064.g1013.t1 -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.1   9.3e+02    0.8   0.1   1.9   1   0   0   1   1   1   0 -
SteCoeF_016.g439.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.2   1.1e+03    0.6   0.2   2.1   1   0   0   1   1   1   0 -
SteCoeF_007.g297.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.1   6.1e+02    1.4   0.0   1.8   2   0   0   2   2   2   0 -
SteCoeF_086.g893.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   3.4e+02    2.2   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_099.g1079.t1 -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   9.2e+02    0.8   0.0   1.9   2   0   0   2   2   2   0 -
SteCoeF_147.g204.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.1   1.2e+03    0.4   0.0   2.2   2   1   0   2   2   2   0 -
SteCoeF_021.g765.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   2.6e+02    2.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_134.g258.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.9     8e+02    1.0   0.2   2.2   2   0   0   2   2   2   0 -
SteCoeF_022.g1089.t1 -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   2.6e+02    2.6   0.0   1.1   1   0   0   1   1   1   0 -
SteCoeF_071.g419.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   1.1e+03    0.6   0.0   1.9   1   1   1   2   2   2   0 -
SteCoeF_011.g160.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   8.1e+02    1.0   0.0   1.8   2   0   0   2   2   2   0 -
SteCoeF_036.g447.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   3.1e+02    2.3   0.0   1.4   1   1   0   1   1   1   0 -
SteCoeF_055.g210.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   5.3e+02    1.6   0.0   1.6   1   0   0   1   1   1   0 -
SteCoeF_076.g24.t1   -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   3.5e+02    2.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_076.g196.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   6.8e+02    1.2   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_106.g966.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.1   6.5e+02    1.3   0.1   1.8   1   0   0   1   1   1   0 -
SteCoeF_077.g215.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.3   1.8e+03   -0.1   0.1   2.2   2   0   0   2   2   2   0 -
SteCoeF_120.g720.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   3.1   3.1e+02    2.3   0.4   2.5   2   0   0   2   2   2   0 -
SteCoeF_136.g425.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   1.4e+03    0.2   0.0   1.8   1   1   1   2   2   2   0 -
SteCoeF_097.g698.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.2   1.2e+03    0.4   0.0   1.9   2   0   0   2   2   2   0 -
SteCoeF_182.g267.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.1   2.4e+03   -0.6   0.0   2.1   2   1   0   2   2   2   0 -
SteCoeF_028.g334.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   2.5e+02    2.6   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_041.g416.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.0   7.8e+02    1.0   0.0   1.8   1   0   0   1   1   1   0 -
SteCoeF_147.g141.t1  -          CaMKII_AD            PF08332.17   2.2e+02    2.8   0.2   1.4e+03    0.2   0.1   1.9   2   0   0   2   2   2   0 -
SteCoeF_052.g678.t1  -          CaMKII_AD            PF08332.17   2.3e+02    2.8   0.7   2.7e+03   -0.7   0.1   2.7   2   0   0   2   2   2   0 -
SteCoeF_084.g519.t1  -          CaMKII_AD            PF08332.17   2.3e+02    2.8   0.3   7.8e+02    1.0   0.3   1.9   1   1   1   2   2   2   0 -
SteCoeF_015.g165.t1  -          CaMKII_AD            PF08332.17   2.3e+02    2.8   0.0   9.6e+02    0.7   0.0   1.9   1   0   0   1   1   1   0 -
SteCoeF_062.g539.t1  -          CaMKII_AD            PF08332.17   2.3e+02    2.8   0.0     2e+03   -0.3   0.0   1.9   2   0   0   2   2   2   0 -
SteCoeF_038.g856.t1  -          CaMKII_AD            PF08332.17   2.3e+02    2.8   0.0   3.9e+02    2.0   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_087.g1014.t1 -          CaMKII_AD            PF08332.17   2.3e+02    2.8   0.0   6.3e+02    1.3   0.0   1.7   1   0   0   1   1   1   0 -
SteCoeF_114.g1019.t1 -          CaMKII_AD            PF08332.17   2.3e+02    2.7   0.3   1.2e+03    0.4   0.0   1.9   1   1   1   2   2   2   0 -
SteCoeF_049.g1192.t1 -          CaMKII_AD            PF08332.17   2.3e+02    2.7   0.0   2.3e+02    2.7   0.0   1.1   1   0   0   1   1   1   0 -
